Time,Station,Type,Login_Mode,Operator,Tact_Time(Sec),LotNum,Barcode,VCMID,SensorID,FPCBID,SIte_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Pass_Count,Fail_Count,Total,Result,CODE,Para,ERROR,Site_1_Result_code,Site_2_Result_code,Site_3_Result_code,Site_4_Result_code,Site_5_Result_code,Site_6_Result_code,Site_7_Result_code,Site_8_Result_code,Site_9_Result_code,Site_1_Result_name,Site_2_Result_name,Site_3_Result_name,Site_4_Result_name,Site_5_Result_name,Site_6_Result_name,Site_7_Result_name,Site_8_Result_name,Site_9_Result_name,SWversion_site1,SWversion_site2,SWversion_site3,SWversion_site4,SWversion_site5,SWversion_site6,SWversion_site7,SWversion_site8,SWversion_site9,SWversion_Matching,Site_1_ReInsp,Site_2_ReInsp,Site_3_ReInsp,Site_4_ReInsp,Site_5_ReInsp,Site_6_ReInsp,Site_7_ReInsp,Site_8_ReInsp,Site_9_ReInsp,Insp_Mode,Site_1_LastCode,Site_2_LastCode,Site_3_LastCode,Site_4_LastCode,Site_5_LastCode,Site_6_LastCode,Site_7_LastCode,Site_8_LastCode,Site_9_LastCode,Site_1_LastTime,Site_2_LastTime,Site_3_LastTime,Site_4_LastTime,Site_5_LastTime,Site_6_LastTime,Site_7_LastTime,Site_8_LastTime,Site_9_LastTime,A_LIGHT_AE_TIME,A_REFERENCE,D_LIGHT_AE_TIME,D_REFERENCE,A_COLOR_RG,A_COLOR_RG_REF,A_COLOR_BG,A_COLOR_BG_REF,D_COLOR_RG,D_COLOR_RG_REF,D_COLOR_BG,D_COLOR_BG_REF,GAIN_B1,GAIN_B1_REF,GAIN_B2,GAIN_B2_REF,GAIN_H1,GAIN_H1_REF,GAIN_H2,GAIN_H2_REF,EM_H1_6,EM_H1_6_REF,EM_H1_7,EM_H1_7_REF,EM_H1_8,EM_H1_8_REF,EM_H1_9,EM_H1_9_REF,EM_H1_10,EM_H1_10_REF,EM_H2_2,EM_H2_2_REF,EM_H2_3,EM_H2_3_REF,EM_H2_4,EM_H2_4_REF,EM_H2_5,EM_H2_5_REF,EM_H2_11,EM_H2_11_REF,EM_H2_12,EM_H2_12_REF,SOCKET_UP,SOCKET_DOWN,SOCKET_OPEN,SOCKET_CLOSE,SW_VERSION,PBS_VERSION
'2021-06-13 03:17:40.948,KCMCT5241H,R04A,OP,±è¿ø´ö,23.49,GGY733AM6B01,DN81246F6R6H1HW1W,AZ3B1471467BB1A1A133026134,0ace02080762,THA12130DGG06MWA1,0.00,21.40,21.97,0.00,19.08,21.18,21.08,20.36,20.44,25,29,54,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7261,7323,0.818,0.816,0.278,0.275,0.478,0.478,0.530,0.522,9.413,9.180,9.447,9.073,8.658,8.485,10.430,9.429,0.952,0.949,0.949,0.953,0.949,0.951,0.948,0.951,0.000,0.000,0.949,0.950,0.950,0.953,0.950,0.949,0.945,0.949,0.000,0.000,0.000,0.000,0.780,0.686,1.279,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 03:18:03.080,KCMCT5241H,R04A,OP,±è¿ø´ö,23.20,GGY733AM6B01,DN81246F6R8H1HW1U,AZ3B147125GFB1A19434009020,0ace02081097,THA12130DEN06MWA1,0.00,21.48,22.20,0.00,18.92,21.14,21.31,20.28,20.48,26,29,55,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7261,7323,0.807,0.816,0.278,0.275,0.473,0.478,0.529,0.522,8.707,9.180,8.623,9.073,8.969,8.485,10.228,9.429,0.951,0.949,0.954,0.953,0.954,0.951,0.953,0.951,0.000,0.000,0.955,0.950,0.954,0.953,0.955,0.949,0.953,0.949,0.000,0.000,0.000,0.000,0.764,0.655,1.139,0.952,1.4.1.54,PBS_20.200424
'2021-06-13 03:18:26.856,KCMCT5241H,R04A,OP,±è¿ø´ö,23.82,GGY733AM6B01,DN81246F6RBH1HW1R,AZ3B14714675B1A1A029104108,0ace02090775,THA12130DE806MWAF,0.00,21.48,22.20,0.00,19.33,21.18,21.20,20.44,20.55,27,29,56,PASS,1,4,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6432,6689,7261,7323,0.816,0.816,0.282,0.275,0.480,0.478,0.532,0.522,8.597,9.180,8.754,9.073,8.351,8.485,9.739,9.429,0.953,0.949,0.952,0.953,0.951,0.951,0.950,0.951,0.000,0.000,0.952,0.950,0.955,0.953,0.948,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.780,0.733,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:18:51.251,KCMCT5241H,R04A,OP,±è¿ø´ö,24.26,GGY733AM6B01,DN81246F6RWH1HW16,AZ3B147115D4B1A1A135002005,0ace02080695,THA12130DFA06MWAA,0.00,21.48,22.25,0.00,19.53,0.00,0.00,0.00,0.00,27,30,57,FAIL,451,1,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.445,9.180,9.483,9.073,8.345,8.485,9.320,9.429,0.948,0.949,0.950,0.953,0.951,0.951,0.946,0.951,0.000,0.000,0.949,0.950,0.950,0.953,0.946,0.949,0.946,0.949,0.000,0.000,0.000,0.000,0.765,0.452,1.170,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 03:19:14.963,KCMCT5241H,R04A,OP,±è¿ø´ö,23.48,GGY733AM6B01,DN81246F6RDH1HW1P,AZ3B14714673B1A1A026074006,0ace02090608,THA12130HQ206MWAM,0.00,21.78,22.03,0.00,19.16,21.17,21.28,20.81,20.26,28,30,58,PASS,1,7,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6670,6689,7261,7323,0.824,0.816,0.275,0.275,0.483,0.478,0.521,0.522,7.841,9.180,7.898,9.073,8.478,8.485,10.218,9.429,0.958,0.949,0.958,0.953,0.957,0.951,0.958,0.951,0.000,0.000,0.960,0.950,0.958,0.953,0.957,0.949,0.955,0.949,0.000,0.000,0.000,0.000,0.764,0.624,1.170,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:19:38.681,KCMCT5241H,R04A,OP,±è¿ø´ö,23.82,GGY733AM6B01,DN81246F6RLH1HW1G,AZ3B1511D050B3A19430018106,0ace02081114,THA12130FHX06MWAF,0.00,21.72,22.07,0.00,18.95,21.18,21.26,20.47,20.70,29,29,58,PASS,1,5,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6670,6689,7261,7323,0.811,0.816,0.275,0.275,0.474,0.478,0.525,0.522,8.983,9.180,8.985,9.073,8.687,8.485,8.597,9.429,0.957,0.949,0.952,0.953,0.954,0.951,0.952,0.951,0.000,0.000,0.948,0.950,0.953,0.953,0.949,0.949,0.948,0.949,0.000,0.000,0.000,0.000,0.780,0.655,1.124,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 03:20:07.541,KCMCT5241H,R04A,OP,±è¿ø´ö,29.06,GGY733AM6B01,DN81246F6S7H1HW1S,AZ3B1511D052B3A1B030116030,0ace02080045,THA12130DDB06MWAF,0.00,21.81,21.76,0.00,19.17,21.14,21.03,20.20,20.25,30,29,59,PASS,1,3,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6670,6689,7261,7323,0.811,0.816,0.277,0.275,0.474,0.478,0.527,0.522,8.917,9.180,8.836,9.073,7.940,8.485,8.450,9.429,0.946,0.949,0.952,0.953,0.950,0.951,0.953,0.951,0.000,0.000,0.953,0.950,0.957,0.953,0.951,0.949,0.953,0.949,0.000,0.000,0.000,0.000,0.780,0.686,1.123,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 03:20:36.467,KCMCT5241H,R04A,OP,±è¿ø´ö,28.86,GGY733AM6B01,DN81246F6RKH1HW1H,AZ3B147105G8B1A19133074005,0ace02081148,THA12130DF306MWAH,0.00,21.25,22.39,0.00,17.64,21.15,21.12,20.09,17.72,30,30,60,FAIL,467,2,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6670,6689,7261,7323,0.809,0.816,0.276,0.275,0.471,0.478,0.528,0.522,8.757,9.180,8.676,9.073,8.468,8.485,7.408,9.429,0.951,0.949,0.954,0.953,0.959,0.951,0.952,0.951,0.000,0.000,0.958,0.950,0.957,0.953,0.953,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.764,0.624,1.232,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:21:00.798,KCMCT5241H,R04A,OP,±è¿ø´ö,23.32,GGY733AM6B01,DN81246F6S8H1HW1R,AZ3B147105ENB1A18332034102,0ace02080523,THA12130FGX06MWAJ,0.00,21.53,22.90,0.00,18.59,0.00,0.00,0.00,0.00,30,31,61,FAIL,451,8,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.920,9.180,9.009,9.073,9.222,8.485,10.715,9.429,0.951,0.949,0.949,0.953,0.952,0.951,0.951,0.951,0.000,0.000,0.954,0.950,0.956,0.953,0.947,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.780,0.671,1.280,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:21:22.761,KCMCT5241H,R04A,OP,±è¿ø´ö,23.03,GGY733AM6B01,DN81246F6S9H1HW1Q,AZ3B1471369NB1A19636036029,0ace02090839,THA12130FGY06MWAH,0.00,21.48,22.11,0.00,19.13,21.20,21.00,20.64,20.55,31,31,62,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.817,0.816,0.282,0.275,0.481,0.478,0.531,0.522,10.315,9.180,10.561,9.073,7.490,8.485,8.181,9.429,0.946,0.949,0.940,0.953,0.950,0.951,0.942,0.951,0.000,0.000,0.944,0.950,0.949,0.953,0.940,0.949,0.942,0.949,0.000,0.000,0.000,0.000,0.765,0.640,1.139,0.967,1.4.1.54,PBS_20.200424
'2021-06-13 03:21:51.538,KCMCT5241H,R04A,OP,±è¿ø´ö,28.83,GGY733AM6B01,DN81246F6SAH1HW1P,AZ3B147136A8B1A1A030104005,0ace02080253,THA121300PH06MWAS,0.00,21.53,22.40,0.00,19.14,21.20,21.65,20.28,17.94,31,31,62,FAIL,467,4,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.808,0.816,0.278,0.275,0.470,0.478,0.530,0.522,8.719,9.180,8.791,9.073,8.100,8.485,9.064,9.429,0.949,0.949,0.952,0.953,0.950,0.951,0.952,0.951,0.000,0.000,0.953,0.950,0.954,0.953,0.950,0.949,0.947,0.949,0.000,0.000,0.000,0.000,0.764,0.717,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:22:20.458,KCMCT5241H,R04A,OP,±è¿ø´ö,28.80,GGY733AM6B01,DN81246F6S1H1HW1Y,AZ3B147105G3B1A1A032062128,0ace02081132,THA12130DFM06MWAZ,0.00,21.43,22.00,0.00,19.36,0.00,0.00,0.00,0.00,31,32,63,FAIL,451,1,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.287,9.180,8.180,9.073,7.902,8.485,10.324,9.429,0.947,0.949,0.955,0.953,0.958,0.951,0.956,0.951,0.000,0.000,0.959,0.950,0.959,0.953,0.957,0.949,0.955,0.949,0.000,0.000,0.000,0.000,0.764,0.453,1.170,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 03:22:44.394,KCMCT5241H,R04A,OP,±è¿ø´ö,23.65,GGY733AM6B01,DN81246F6RWH1HW16,AZ3B147115D4B1A1A135002005,0ace02080695,THA12130DFA06MWAA,0.00,21.39,21.57,0.00,17.63,0.00,0.00,0.00,0.00,31,32,63,FAIL,451,7,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.418,9.180,9.495,9.073,8.338,8.485,9.293,9.429,0.950,0.949,0.947,0.953,0.950,0.951,0.946,0.951,0.000,0.000,0.952,0.950,0.950,0.953,0.950,0.949,0.947,0.949,0.000,0.000,0.000,0.000,0.764,0.640,1.170,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:23:07.893,KCMCT5241H,R04A,OP,±è¿ø´ö,23.65,GGY733AM6B01,DN81246F6S2H1HW1X,AZ3B1511C05LB3A1B026100026,0ace02080688,THA12130AZS06MWAB,0.00,21.45,21.92,0.00,19.53,21.18,20.59,20.27,20.58,32,31,63,PASS,1,5,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.813,0.816,0.280,0.275,0.477,0.478,0.530,0.522,9.054,9.180,8.996,9.073,9.084,8.485,9.277,9.429,0.948,0.949,0.953,0.953,0.949,0.951,0.951,0.951,0.000,0.000,0.950,0.950,0.954,0.953,0.953,0.949,0.949,0.949,0.000,0.000,0.000,0.000,0.765,0.671,1.124,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 03:23:31.482,KCMCT5241H,R04A,OP,±è¿ø´ö,23.79,GGY733AM6B01,DN81246F6S3H1HW1W,AZ3B1511E052B3A1A830007013,0ace02080561,THA12130FGV06MWAL,0.00,21.86,21.61,0.00,19.52,21.18,21.09,20.17,20.36,33,30,63,PASS,1,3,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.825,0.816,0.277,0.275,0.481,0.478,0.530,0.522,8.720,9.180,8.878,9.073,9.102,8.485,8.596,9.429,0.951,0.949,0.956,0.953,0.953,0.951,0.953,0.951,0.000,0.000,0.952,0.950,0.955,0.953,0.950,0.949,0.954,0.949,0.000,0.000,0.000,0.000,0.780,0.671,1.123,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 03:23:55.593,KCMCT5241H,R04A,OP,±è¿ø´ö,23.99,GGY733AM6B01,DN81246F6S4H1HW1V,AZ3B14715698B1A1A428031119,0ace02090937,THA12130HNG06MWAD,0.00,21.25,22.57,0.00,17.88,21.11,21.67,20.27,20.56,34,30,64,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.816,0.816,0.273,0.275,0.477,0.478,0.518,0.522,8.499,9.180,8.421,9.073,9.017,8.485,8.925,9.429,0.951,0.949,0.957,0.953,0.956,0.951,0.957,0.951,0.000,0.000,0.955,0.950,0.954,0.953,0.950,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.780,0.624,1.217,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 03:24:20.477,KCMCT5241H,R04A,OP,±è¿ø´ö,23.93,GGY733AM6B01,DN81246F6RXH1HW15,AZ3B1511C05KB3A1A728034103,0ace02080849,THA12130FGD06MWA2,0.00,22.68,22.03,0.00,17.99,21.15,20.92,20.14,20.41,35,30,65,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.809,0.816,0.278,0.275,0.474,0.478,0.527,0.522,8.515,9.180,8.721,9.073,8.569,8.485,7.746,9.429,0.953,0.949,0.958,0.953,0.964,0.951,0.954,0.951,0.000,0.000,0.957,0.950,0.956,0.953,0.948,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.764,0.655,1.295,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 03:24:42.822,KCMCT5241H,R04A,OP,±è¿ø´ö,23.42,GGY733AM6B01,DN81246F6S8H1HW1R,AZ3B147105ENB1A18332034102,0ace02080523,THA12130FGX06MWAJ,0.00,21.87,22.28,0.00,19.17,0.00,0.00,0.00,0.00,35,31,66,FAIL,451,6,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.959,9.180,9.001,9.073,9.184,8.485,10.736,9.429,0.952,0.949,0.950,0.953,0.950,0.951,0.953,0.951,0.000,0.000,0.951,0.950,0.955,0.953,0.952,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.780,0.639,1.123,0.983,1.4.1.54,PBS_20.200424
