Time,Station,Type,Login_Mode,Operator,Tact_Time(Sec),LotNum,Barcode,VCMID,SensorID,FPCBID,SIte_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Pass_Count,Fail_Count,Total,Result,CODE,Para,ERROR,Site_1_Result_code,Site_2_Result_code,Site_3_Result_code,Site_4_Result_code,Site_5_Result_code,Site_6_Result_code,Site_7_Result_code,Site_8_Result_code,Site_9_Result_code,Site_1_Result_name,Site_2_Result_name,Site_3_Result_name,Site_4_Result_name,Site_5_Result_name,Site_6_Result_name,Site_7_Result_name,Site_8_Result_name,Site_9_Result_name,SWversion_site1,SWversion_site2,SWversion_site3,SWversion_site4,SWversion_site5,SWversion_site6,SWversion_site7,SWversion_site8,SWversion_site9,SWversion_Matching,Site_1_ReInsp,Site_2_ReInsp,Site_3_ReInsp,Site_4_ReInsp,Site_5_ReInsp,Site_6_ReInsp,Site_7_ReInsp,Site_8_ReInsp,Site_9_ReInsp,Insp_Mode,Site_1_LastCode,Site_2_LastCode,Site_3_LastCode,Site_4_LastCode,Site_5_LastCode,Site_6_LastCode,Site_7_LastCode,Site_8_LastCode,Site_9_LastCode,Site_1_LastTime,Site_2_LastTime,Site_3_LastTime,Site_4_LastTime,Site_5_LastTime,Site_6_LastTime,Site_7_LastTime,Site_8_LastTime,Site_9_LastTime,A_LIGHT_AE_TIME,A_REFERENCE,D_LIGHT_AE_TIME,D_REFERENCE,A_COLOR_RG,A_COLOR_RG_REF,A_COLOR_BG,A_COLOR_BG_REF,D_COLOR_RG,D_COLOR_RG_REF,D_COLOR_BG,D_COLOR_BG_REF,GAIN_B1,GAIN_B1_REF,GAIN_B2,GAIN_B2_REF,GAIN_H1,GAIN_H1_REF,GAIN_H2,GAIN_H2_REF,EM_H1_6,EM_H1_6_REF,EM_H1_7,EM_H1_7_REF,EM_H1_8,EM_H1_8_REF,EM_H1_9,EM_H1_9_REF,EM_H1_10,EM_H1_10_REF,EM_H2_2,EM_H2_2_REF,EM_H2_3,EM_H2_3_REF,EM_H2_4,EM_H2_4_REF,EM_H2_5,EM_H2_5_REF,EM_H2_11,EM_H2_11_REF,EM_H2_12,EM_H2_12_REF,SOCKET_UP,SOCKET_DOWN,SOCKET_OPEN,SOCKET_CLOSE,SW_VERSION,PBS_VERSION
'2021-06-13 02:43:00.939,KCMCT5241H,R04A,OP,±è¿ø´ö,22.71,GGY733AM6B01,DN81246F6PZH1HW19,AZ3B147136A4B1A19730041021,0ace02080879,THA121303VG06MWA6,0.00,21.34,22.26,0.00,19.80,21.23,21.33,20.16,20.61,3,8,11,PASS,1,5,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.815,0.815,0.273,0.275,0.476,0.478,0.518,0.521,8.805,9.008,8.936,8.984,8.250,8.516,8.972,9.073,0.951,0.948,0.955,0.952,0.954,0.952,0.954,0.951,0.000,0.000,0.949,0.950,0.960,0.952,0.945,0.944,0.952,0.948,0.000,0.000,0.000,0.000,0.764,0.655,1.186,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 02:43:23.478,KCMCT5241H,R04A,OP,±è¿ø´ö,22.79,GGY733AM6B01,DN81246F6QQH1HW1F,MB211312B6U824A1B442104015,0ace29100131,THA121300PS06MWAH,0.00,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,9,12,FAIL,32,3,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.815,0.000,0.275,0.000,0.478,0.000,0.521,0.000,9.008,0.000,8.984,0.000,8.516,0.000,9.073,0.000,0.948,0.000,0.952,0.000,0.952,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.952,0.000,0.944,0.000,0.948,0.000,0.000,0.000,0.000,0.764,0.686,1.139,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 02:43:47.332,KCMCT5241H,R04A,OP,±è¿ø´ö,23.77,GGY733AM6B01,DN81246F6QPH1HW1G,MB211312B6UZ24A1B639029006,0ace29100463,THA121300MC06MWA3,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,10,13,FAIL,32,2,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.815,0.000,0.275,0.000,0.478,0.000,0.521,0.000,9.188,0.000,9.033,0.000,8.688,0.000,8.972,0.000,0.948,0.000,0.952,0.000,0.950,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.950,0.000,0.944,0.000,0.947,0.000,0.000,0.000,0.000,0.765,0.624,1.232,0.874,1.4.1.54,PBS_20.200424
'2021-06-13 02:44:11.593,KCMCT5241H,R04A,OP,±è¿ø´ö,23.25,GGY733AM6B01,DN81246F6QAH1HW1V,AZ3B147136AJB1A19629008119,0ace02080316,THA121303UY06MWAT,0.00,21.47,21.64,0.00,19.34,21.18,20.48,20.41,20.20,4,10,14,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.814,0.814,0.274,0.275,0.477,0.477,0.519,0.520,8.764,9.008,8.758,8.984,8.343,8.653,9.310,8.956,0.956,0.948,0.952,0.952,0.949,0.952,0.952,0.952,0.000,0.000,0.950,0.950,0.955,0.952,0.952,0.944,0.952,0.948,0.000,0.000,0.000,0.000,0.780,0.687,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 02:44:33.165,KCMCT5241H,R04A,OP,±è¿ø´ö,22.64,GGY733AM6B01,DN81246F6QCH1HW1T,AZ3B1471568MB1A1A431034104,0ace02080586,THA121304Q306MWAZ,0.00,21.43,22.31,0.00,19.17,21.17,20.86,20.36,17.96,4,11,15,FAIL,467,6,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.811,0.814,0.278,0.276,0.475,0.477,0.529,0.522,9.188,9.188,9.033,9.033,7.870,8.617,10.176,8.972,0.948,0.948,0.955,0.952,0.955,0.950,0.951,0.951,0.000,0.000,0.952,0.950,0.949,0.953,0.943,0.945,0.946,0.948,0.000,0.000,0.000,0.000,0.765,0.655,1.138,0.952,1.4.1.54,PBS_20.200424
'2021-06-13 02:44:56.444,KCMCT5241H,R04A,OP,±è¿ø´ö,23.32,GGY733AM6B01,DN81246F6Q0H1HW15,AZ3B14715692B1A19830109008,0ace02080172,THA12130FJT06MWAG,0.00,21.32,21.32,0.00,17.75,21.14,20.87,20.09,20.47,5,11,16,PASS,1,4,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.812,0.814,0.278,0.276,0.476,0.477,0.529,0.522,9.937,9.188,9.953,9.033,8.166,8.617,8.810,8.972,0.943,0.948,0.950,0.952,0.948,0.950,0.947,0.951,0.000,0.000,0.951,0.950,0.948,0.953,0.943,0.945,0.940,0.948,0.000,0.000,0.000,0.000,0.765,0.717,1.279,0.874,1.4.1.54,PBS_20.200424
'2021-06-13 02:45:19.198,KCMCT5241H,R04A,OP,±è¿ø´ö,22.62,GGY733AM6B01,DN81246F6Q2H1HW13,MB211332A0ZY21A1B025131017,0ace29110161,THA121300PP06MWAL,0.00,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,11,16,FAIL,32,1,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.276,0.000,0.477,0.000,0.522,0.000,9.188,0.000,9.033,0.000,8.617,0.000,8.972,0.000,0.948,0.000,0.952,0.000,0.950,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.945,0.000,0.948,0.000,0.000,0.000,0.000,0.765,0.452,1.185,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 02:45:42.215,KCMCT5241H,R04A,OP,±è¿ø´ö,22.79,GGY733AM6B01,DN81246F6Q5H1HW10,AZ3B147115D1B1A19434031104,0ace02080531,THA12130FG906MWA6,0.00,21.42,22.34,0.00,19.75,21.18,20.53,20.25,19.31,6,11,17,PASS,1,7,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.829,0.816,0.275,0.275,0.485,0.478,0.522,0.522,9.569,9.188,9.184,9.033,8.714,8.617,8.940,8.972,0.957,0.948,0.949,0.952,0.948,0.950,0.952,0.951,0.000,0.000,0.940,0.950,0.948,0.953,0.943,0.945,0.943,0.948,0.000,0.000,0.000,0.000,0.765,0.624,1.185,0.874,1.4.1.54,PBS_20.200424
'2021-06-13 02:46:05.688,KCMCT5241H,R04A,OP,±è¿ø´ö,23.57,GGY733AM6B01,DN81246F6Q7H1HW1Y,AZ3B147125FCB1A19530036107,0ace02080028,THA12130DFD06MWA7,0.00,21.73,21.68,0.00,19.80,21.39,20.25,20.55,19.13,7,11,18,PASS,1,5,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.815,0.816,0.272,0.275,0.477,0.478,0.516,0.522,8.439,9.185,8.435,9.048,8.617,8.545,8.356,9.073,0.943,0.948,0.958,0.953,0.954,0.951,0.958,0.951,0.000,0.000,0.955,0.950,0.958,0.953,0.950,0.944,0.951,0.948,0.000,0.000,0.000,0.000,0.765,0.655,1.139,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 02:46:27.190,KCMCT5241H,R04A,OP,±è¿ø´ö,21.70,GGY733AM6B01,DN81246F6QEH1HW1R,AZ3B1471568GB1A19628114115,0ace02090116,THA121300PB06MWAY,0.00,21.84,21.17,0.00,19.47,21.18,20.44,20.09,17.88,7,12,19,FAIL,183,3,Dark Shade,-1,1,1,-1,1,1,1,1,183,-,PASS,PASS,-,PASS,PASS,PASS,PASS,Dark Shade,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.817,0.816,0.277,0.275,0.475,0.478,0.529,0.522,9.323,9.185,9.427,9.048,8.473,8.545,10.229,9.073,0.940,0.948,0.953,0.953,0.947,0.951,0.947,0.951,0.000,0.000,0.944,0.950,0.953,0.953,0.954,0.944,0.948,0.948,0.000,0.000,0.000,0.000,0.780,0.656,1.124,0.795,1.4.1.54,PBS_20.200424
'2021-06-13 02:46:49.879,KCMCT5241H,R04A,OP,±è¿ø´ö,22.60,GGY733AM6B01,DN81246F6R1H1HW11,MB211312B6UE24A1B336019002,0ace29101099,THA121300NM06MWAR,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,13,20,FAIL,32,2,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.185,0.000,9.048,0.000,8.545,0.000,9.073,0.000,0.948,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.944,0.000,0.948,0.000,0.000,0.000,0.000,0.780,0.609,1.217,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 02:47:12.695,KCMCT5241H,R04A,OP,±è¿ø´ö,21.81,GGY733AM6B01,DN81246F6R2H1HW10,MB211332A1A521A1A332111016,0ace29100849,THA12130HPM06MWA5,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,13,20,FAIL,32,8,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.185,0.000,9.048,0.000,8.545,0.000,9.073,0.000,0.948,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.944,0.000,0.948,0.000,0.000,0.000,0.000,0.765,0.686,1.279,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 02:47:34.292,KCMCT5241H,R04A,OP,±è¿ø´ö,22.60,GGY733AM6B01,DN81246F6R3H1HW1Z,MB211312B6H824A1B442025111,0ace29101032,THA121300NL06MWAS,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,14,21,FAIL,32,6,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.185,0.000,9.048,0.000,8.545,0.000,9.073,0.000,0.948,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.944,0.000,0.948,0.000,0.000,0.000,0.000,0.764,0.671,1.124,0.982,1.4.1.54,PBS_20.200424
'2021-06-13 02:47:57.585,KCMCT5241H,R04A,OP,±è¿ø´ö,23.38,GGY733AM6B01,DN81246F6QCH1HW1T,AZ3B1471568MB1A1A431034104,0ace02080586,THA121304Q306MWAZ,0.00,21.36,22.14,0.00,19.72,21.15,20.44,20.08,16.75,7,15,22,FAIL,467,4,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.811,0.816,0.278,0.275,0.476,0.478,0.529,0.522,9.182,9.188,9.062,9.062,7.872,8.484,10.150,9.175,0.950,0.948,0.954,0.952,0.951,0.950,0.952,0.951,0.000,0.000,0.953,0.950,0.953,0.953,0.944,0.945,0.948,0.948,0.000,0.000,0.000,0.000,0.764,0.718,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 02:48:20.444,KCMCT5241H,R04A,OP,±è¿ø´ö,22.73,GGY733AM6B01,DN81246F6R4H1HW1Y,MB211332A1AK21A1A738004010,0ace29101093,THA12130DE306MWAL,0.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,16,23,FAIL,32,1,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.188,0.000,9.062,0.000,8.484,0.000,9.175,0.000,0.948,0.000,0.952,0.000,0.950,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.945,0.000,0.948,0.000,0.000,0.000,0.000,0.765,0.452,1.185,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 02:48:44.085,KCMCT5241H,R04A,OP,±è¿ø´ö,23.34,GGY733AM6B01,DN81246F6QVH1HW1A,AZ3B147125GMB1A19836112121,0ace02080985,THA1213075U06MWAU,0.00,20.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,16,23,FAIL,253,7,VCM Calibration,-1,253,0,-1,0,0,0,0,0,-,VCM Calibration,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.185,0.000,9.048,0.000,8.550,0.000,9.243,0.000,0.948,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.947,0.000,0.948,0.000,0.000,0.000,0.000,0.780,0.639,1.170,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 02:49:06.713,KCMCT5241H,R04A,OP,±è¿ø´ö,22.78,GGY733AM6B01,DN81246F6QWH1HW19,MB211332A18S21A1A933111012,0ace29100349,THA12130DG606MWAB,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,17,24,FAIL,32,5,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.185,0.000,9.048,0.000,8.550,0.000,9.243,0.000,0.948,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.947,0.000,0.948,0.000,0.000,0.000,0.000,0.764,0.655,1.139,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 02:49:30.355,KCMCT5241H,R04A,OP,±è¿ø´ö,23.84,GGY733AM6B01,DN81246F6QXH1HW18,MB211312B6PZ24A1B528021126,0ace29101076,THA121300PK06MWAQ,0.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,17,24,FAIL,32,3,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.188,0.000,9.043,0.000,8.484,0.000,9.310,0.000,0.948,0.000,0.952,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.945,0.000,0.948,0.000,0.000,0.000,0.000,0.764,0.671,1.123,0.796,1.4.1.54,PBS_20.200424
'2021-06-13 02:49:52.149,KCMCT5241H,R04A,OP,±è¿ø´ö,21.72,GGY733AM6B01,DN81246F6QEH1HW1R,AZ3B1471568GB1A19628114115,0ace02090116,THA121300PB06MWAY,0.00,21.25,22.03,0.00,17.63,21.18,20.25,20.06,17.91,7,18,25,FAIL,183,2,Dark Shade,-1,1,1,-1,1,1,1,1,183,-,PASS,PASS,-,PASS,PASS,PASS,PASS,Dark Shade,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.817,0.816,0.277,0.275,0.475,0.478,0.529,0.522,9.294,9.188,9.454,9.043,8.484,8.484,10.154,9.310,0.948,0.948,0.951,0.952,0.950,0.951,0.950,0.951,0.000,0.000,0.956,0.950,0.953,0.953,0.953,0.945,0.950,0.948,0.000,0.000,0.000,0.000,0.764,0.624,1.217,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 02:50:15.790,KCMCT5241H,R04A,OP,±è¿ø´ö,22.64,GGY733AM6B01,DN81246F6QYH1HW17,MB211312B6T924A1B540046113,0ace29100015,THA12130DE606MWAH,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,19,26,FAIL,32,8,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.188,0.000,9.043,0.000,8.484,0.000,9.310,0.000,0.948,0.000,0.952,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.945,0.000,0.948,0.000,0.000,0.000,0.000,0.780,0.671,1.279,0.858,1.4.1.54,PBS_20.200424
